Id,Title,Location,PriceEuro,PriceKuna,Area,CijenaKvadratEuro,CijenaKvadratKuna,Posted,Link,Photo
617,BOROVJE (Z.Turića) - NAMJEŠTEN 2-SOB STAN 55m2 (NOVOGRADNJA 2021.g.),Grad Zagreb,600,4510,55,10,82,Objava  07.12.2021.,https://www.index.hr/oglasi/borovje--z-turica----namjesten-2-sob-stan-55m2--novogradnja-2021-g--/oid/3224377,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//7///3224377/0_2021-12-07-01-01-13-590.jpg?preset=oglas-slika-view
618,"VRBANI (Petrovaradisnka ul.) - PREKRASAN, SVIJETAO 2-SOB STAN od 52m2",Grad Zagreb,600,4510,52,11,86,Objava  07.12.2021.,https://www.index.hr/oglasi/vrbani--petrovaradisnka-ul-----prekrasan--svijetao-2-sob-stan-od-52m2/oid/3224382,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//7///3224382/0_2021-12-07-01-01-13-012.jpg?preset=oglas-slika-view
619,Garsonijera za najam u Gornjem Vrapču,Grad Zagreb,270,2029,32,8,63,Objava  07.12.2021.,https://www.index.hr/oglasi/garsonijera-za-najam-u-gornjem-vrapcu/oid/3224362,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//7///3224362/XML-4214-264063_20211207010008731_0_.jpg?preset=oglas-slika-view
620,"Stan za najam (Stenjevec), 90.00 m2",Grad Zagreb,400,3006,90,4,33,Objava  07.12.2021.,https://www.index.hr/oglasi/-stan-za-najam--stenjevec---90-00-m2-/oid/3224361,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//7///3224361/XML-4214-264030_20211207010008747_0_.jpg?preset=oglas-slika-view
621,"Zagreb (Šestinski dol), 52.00 m2 (iznajmljivanje)",Grad Zagreb,500,3757,52,9,72,Objava  07.12.2021.,https://www.index.hr/oglasi/zagreb--sestinski-dol---52-00-m2--iznajmljivanje-/oid/3224359,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//7///3224359/XML-4214-263970_20211207010008762_0_.jpg?preset=oglas-slika-view
622,"Zagreb (Kruge), 50.00 m2, 2 min hoda do Vukovarske",Grad Zagreb,500,3757,50,10,75,Objava  07.12.2021.,https://www.index.hr/oglasi/-zagreb--kruge---50-00-m2--2-min-hoda-do-vukovarske/oid/3224358,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//7///3224358/XML-4214-263875_20211207010008762_0_.jpg?preset=oglas-slika-view
623,"Kompletno renoviran stan za najam (Staglišće), 75.00 m2",Grad Zagreb,650,4884,75,8,65,Objava  07.12.2021.,https://www.index.hr/oglasi/kompletno-renoviran-stan-za-najam--staglisce---75-00-m2-/oid/3224360,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//7///3224360/XML-4214-264014_20211207010008747_0_.jpg?preset=oglas-slika-view
624,*PODSUSED* POTPUNO NAMJEŠTENI STAN U OBITELJSKOJ KUĆI *54m2*,Grad Zagreb,306,2300,54,5,42,Objava  06.12.2021.,https://www.index.hr/oglasi/podsused-potpuno-namjesteni-stan-u-obiteljskoj-kuci-54m2/oid/3224195,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3224195/IMG20211120112929-061220212041113068.jpg?preset=oglas-slika-view
625,Stan Kutina,Sisačko-moslavačka,186,1400,42,4,33,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-kutina/oid/3224042,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
626,"Najam, 3-sobni stan, Kajzerica, 62.5 m2",Grad Zagreb,650,4887,55,11,88,Objava  06.12.2021.,https://www.index.hr/oglasi/najam-3-sobni-stan-kajzerica-62-5-m2/oid/3050707,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//8//14/3050707/20210902195828-120920211733047420.jpg?preset=oglas-slika-view
627,Stan Peščenica - Žitnjak Peščenica,Grad Zagreb,400,3005,45,8,66,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-pescenica-zitnjak-pescenica/oid/3224016,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3224016/IMG0216-061220211800501369.jpg?preset=oglas-slika-view
628,Stan Rijeka Bivio,Primorsko-goranska,200,1500,38,5,39,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-rijeka-bivio/oid/3224006,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
629,Stan Novska,Sisačko-moslavačka,173,1300,35,4,37,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-novska/oid/3223849,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223849/IMG20190512165225resized20190520101809644-061220211533391757.jpg?preset=oglas-slika-view
630,"Stan Zaprešić - IZNAJMLJUJEM, 34 m2 - KODRMANOVA",Zagrebačka,266,2000,34,7,58,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-zapresic-iznajmljujem-34-m2-kodrmanova/oid/3223797,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223797/stanuredilaKlaudija-061220211504413222.jpg?preset=oglas-slika-view
631,Stan Matulji,Primorsko-goranska,800,6015,80,10,75,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-matulji/oid/3223733,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223733/radulovic002-061220211403184583.jpg?preset=oglas-slika-view
632,"Stan 170m2, parking, Gajeva, Zagreb, najam",Grad Zagreb,2000,15035,170,11,88,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-170m2-parking-gajeva-zagreb-najam/oid/3223671,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223671/IMG9694-061220211320302426.jpg?preset=oglas-slika-view
633,Stan Split Visoka,Splitsko-dalmatinska,600,4511,95,6,47,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-split-visoka/oid/3223644,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223644/224A0124-DAF7-48BC-9F4B-D9C8042D51CC-061220211305104824.jpeg?preset=oglas-slika-view
634,Stan Črnomerec 35m2,Grad Zagreb,399,3000,35,11,85,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-crnomerec-35m2/oid/3223519,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223519/2-061220211125042721.jpeg?preset=oglas-slika-view
635,"Iznajmljujem 2s stan na Donjim Sveticama 46f, novogradnja",Grad Zagreb,700,5263,55,12,95,Objava  06.12.2021.,https://www.index.hr/oglasi/iznajmljujem-2s-stan-na-donjim-sveticama-46f-novogradnja/oid/3223504,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223504/IMG0937-061220211115120314.JPG?preset=oglas-slika-view
636,Stan Trešnjevka - Jug Knežija - Cvijićeva - jednosoban,Grad Zagreb,400,3005,42,9,71,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-tresnjevka-jug-knezija-cvijiceva-jednosoban/oid/3223487,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223487/DNEVNASOBA1-061220211058247679.jpg?preset=oglas-slika-view
637,"Stan: Zagreb (Vrbani), 60.00 m2 + GPM 14m2 (iznajmljivanje)",Grad Zagreb,700,5263,60,11,87,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-zagreb-vrbani-60-00-m2-gpm-14m2-iznajmljivanje/oid/3223400,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6/3223400/stan-zagreb-vrbani-6000-m2-gpm-14m2-slika-164455250-061220210921076092.jpg?preset=oglas-slika-view
638,Stan Velika Gorica - Okolica Donja Lomnica,Zagrebačka,300,2257,41,7,55,Objava  06.12.2021.,https://www.index.hr/oglasi/stan-velika-gorica-okolica-donja-lomnica/oid/2831774,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//3//24/2831774/IMG-20201227-WA0047-240320211347230391.jpg?preset=oglas-slika-view
639,Iznajmljuje se soba sa upotrebom kuhinje i kupaone!,Grad Zagreb,200,1503,55,3,27,Objava  06.12.2021.,https://www.index.hr/oglasi/iznajmljuje-se-soba-sa-upotrebom-kuhinje-i-kupaone-/oid/3223214,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6///3223214/XML-4204-263733_20211206011016102_0_.jpg?preset=oglas-slika-view
640,"LANIŠTE 72m2, Jaruščica (prekrasan 3soban stan + garaža)",Grad Zagreb,650,4886,72,9,67,Objava  06.12.2021.,https://www.index.hr/oglasi/laniste-72m2--jaruscica--prekrasan-3soban-stan---garaza-/oid/3223133,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
641,"Stan: Zagreb (Centar), Radićeva ulica, 137m2, namješten",Grad Zagreb,1350,10148,137,9,74,Objava  06.12.2021.,https://www.index.hr/oglasi/stan--zagreb--centar---radiceva-ulica--137m2--namjesten/oid/3223129,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//6///3223129/0_2021-12-06-01-01-38-720.jpg?preset=oglas-slika-view
642,"Dugoročni najam stana Split-Kman, 78m2",Splitsko-dalmatinska,425,3200,78,5,41,Objava  05.12.2021.,https://www.index.hr/oglasi/dugorocni-najam-stana-split-kman-78m2/oid/3223096,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5/3223096/8fbc9163-bad3-410f-90be-78840af9b035-051220212310156825.jpg?preset=oglas-slika-view
643,Stan Trešnjevka - Sjever Voltino,Grad Zagreb,319,2400,34,9,70,Objava  05.12.2021.,https://www.index.hr/oglasi/stan-tresnjevka-sjever-voltino/oid/3222827,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5/3222827/IMG20211205111543-051220211757321086.jpg?preset=oglas-slika-view
647,Stan Zadar,Zadarska,293,2200,75,3,29,Objava  05.12.2021.,https://www.index.hr/oglasi/stan-zadar/oid/3222552,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5/3222552/IMG20211205103450-051220211319497391.jpg?preset=oglas-slika-view
648,"Stan Zagreb -Botinec, 43 m2, novogradnja, iznajmljivanje, dostupno odmah",Grad Zagreb,500,3759,43,11,87,Objava  05.12.2021.,https://www.index.hr/oglasi/stan-zagreb-botinec-43-m2-novogradnja-iznajmljivanje-dostupno-odmah/oid/3222519,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5/3222519/IMG-200c897eb26cf9e416ef3c92932d0f96-V-051220211249187405.jpg?preset=oglas-slika-view
649,Stan Šibenik Baldekin 72m2 potpuno opremljen,Šibensko-kninska,450,3383,72,6,46,Objava  05.12.2021.,https://www.index.hr/oglasi/stan-sibenik-baldekin-72m2-potpuno-opremljen/oid/3222466,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5/3222466/20211218082856-181220210835061333.jpg?preset=oglas-slika-view
650,Stan Maksimir,Grad Zagreb,467,3500,85,5,41,Objava  05.12.2021.,https://www.index.hr/oglasi/stan-maksimir/oid/3033142,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//8//2/3033142/IMG-20210802-WA0001-020820212145003420.jpg?preset=oglas-slika-view
651,"Split, Bol, Smiljanićeva - blizu Jokera, Kopilice, garsonijera, na dugo",Splitsko-dalmatinska,160,1200,20,8,60,Objava  05.12.2021.,https://www.index.hr/oglasi/split-bol-smiljaniceva-blizu-jokera-kopilice-garsonijera-na-dugo/oid/3222375,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5/3222375/SAM1530-030120201000562353-051220211058305941.jpg?preset=oglas-slika-view
652,Stan Donji Grad Kvaternikov Trg,Grad Zagreb,466,3500,39,11,89,Objava  05.12.2021.,https://www.index.hr/oglasi/stan-donji-grad-kvaternikov-trg/oid/3222347,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5/3222347/IMG20211204111547998-051220211044458596.jpg?preset=oglas-slika-view
653,"2-S stan od 65 m2, Srebrnjak",Grad Zagreb,535,4022,65,8,61,Objava  05.12.2021.,https://www.index.hr/oglasi/2-s-stan-od-65-m2--srebrnjak/oid/3222043,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5///3222043/XML-4268-263224_20211205010651153_0_.jpg?preset=oglas-slika-view
654,"Stan 100m2, BRANIMIROVA - NAJAM",Grad Zagreb,799,6006,100,7,60,Objava  05.12.2021.,https://www.index.hr/oglasi/stan-100m2--branimirova---najam/oid/3222045,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5///3222045/XML-4268-263679_20211205010651122_0_.jpg?preset=oglas-slika-view
655,"Borovje, prekrasan trosoban stan 71,56 m2, NOVOGRADNJA",Grad Zagreb,900,6765,72,12,93,Objava  05.12.2021.,https://www.index.hr/oglasi/borovje--prekrasan-trosoban-stan-71-56-m2--novogradnja-/oid/3222023,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5///3222023/759546_20211205010526372_0_.jpg?preset=oglas-slika-view
656,"SAMO KOD NAS! DRENOVA, NAJAM, 1S+DB, 450 EUR/KN",Primorsko-goranska,450,3383,45,10,75,Objava  05.12.2021.,https://www.index.hr/oglasi/samo-kod-nas--drenova--najam--1s-db--450-eur-kn/oid/3221974,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5///3221974/XML-4007-203748_20211205010406357_0_.jpg?preset=oglas-slika-view
657,"CENTAR - Prilaz Đure Deželića- 80 m2, 3-sobni- atraktivno uređeni stan",Grad Zagreb,650,4886,80,8,61,Objava  05.12.2021.,https://www.index.hr/oglasi/centar---prilaz-djure-dezelica--80-m2--3-sobni--atraktivno-uredjeni-stan/oid/3221970,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5///3221970/s1833_20211205010400482_0_.jpg?preset=oglas-slika-view
658,Podmurvice - moderan stan za najam u secesijskoj villi,Primorsko-goranska,750,5638,90,8,62,Objava  05.12.2021.,https://www.index.hr/oglasi/podmurvice---moderan-stan-za-najam-u-secesijskoj-villi/oid/3222150,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5///3222150/0_2021-12-05-01-01-38-623.jpg?preset=oglas-slika-view
659,"VRBANI 44m2, Lopatinečka (ugodan 2soban stan)",Grad Zagreb,400,3007,44,9,68,Objava  05.12.2021.,https://www.index.hr/oglasi/vrbani-44m2--lopatinecka--ugodan-2soban-stan-/oid/3221934,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5///3221934/0_2021-12-05-01-01-16-638.jpg?preset=oglas-slika-view
660,SIGEČICA 63 m2 - Rapska (prekrasan 3soban stan + garaža),Grad Zagreb,600,4510,63,9,71,Objava  05.12.2021.,https://www.index.hr/oglasi/sigecica-63-m2---rapska--prekrasan-3soban-stan---garaza-/oid/3221936,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//5///3221936/0_2021-12-05-01-01-16-513.jpg?preset=oglas-slika-view
661,"Stan Zadar Bili brig,30 m2",Zadarska,346,2600,30,11,86,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-zadar-bili-brig-30-m2/oid/3078545,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//9//3/3078545/20210218172420-030920211413293301.jpg?preset=oglas-slika-view
662,Stan Crikvenica,Primorsko-goranska,399,3000,78,5,38,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-crikvenica/oid/3221767,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4/3221767/WhatsAppImage2021-12-04at2007029-041220212016134529.jpeg?preset=oglas-slika-view
663,Stan Trešnjevka - Jug Prečko,Grad Zagreb,399,3000,50,7,60,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-tresnjevka-jug-precko/oid/3221701,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4/3221701/stan-zagreb-precko-4943-m2-lhotkina-ulica-slika-111228054-041220211919113984.jpg?preset=oglas-slika-view
664,Komforan Dvosoban Stan na Poluotoku u Strogom Centru Grada – Dugoročni Najam,Zadarska,600,4511,74,8,60,Objava  04.12.2021.,https://www.index.hr/oglasi/komforan-dvosoban-stan-na-poluotoku-u-strogom-centru-grada-dugorocni-najam/oid/3221296,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4/3221296/69b85f89-d0a8-4bed-af9d-83af849ff71d-041220211212442782.jpg?preset=oglas-slika-view
665,-Garsonjera Vukomerec 25 m2-iznajmljivanje-,Grad Zagreb,333,2504,25,13,100,Objava  04.12.2021.,https://www.index.hr/oglasi/garsonjera-vukomerec-25-m2-iznajmljivanje/oid/3221293,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4/3221293/-garsonjera-vukomerec-25-m2-iznajmljivanje-2-041220211210255000.jpg?preset=oglas-slika-view
666,"Stan: Zagreb (Fraterščica), 46.00 m2 (iznajmljivanje)",Grad Zagreb,350,2632,46,7,57,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-zagreb-fraterscica-46-00-m2-iznajmljivanje/oid/3221254,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4/3221254/logo2-041220211128315026.jpg?preset=oglas-slika-view
667,Stan Črnomerec,Grad Zagreb,500,3759,40,12,93,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-crnomerec/oid/3221213,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4/3221213/20200510111955-041220211043138230.jpg?preset=oglas-slika-view
668,"Stan: Zagreb (Šestinski dol), 60.00 m2",Grad Zagreb,600,4508,60,10,75,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-zagreb-sestinski-dol-60-00-m2/oid/3221131,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4/3221131/20211203181946-041220210923060234.jpg?preset=oglas-slika-view
669,"Vrlo lijep stan - apartman 70 m2 (1S+DB), sa balkonom - Ičić",Primorsko-goranska,650,4886,70,9,69,Objava  04.12.2021.,https://www.index.hr/oglasi/vrlo-lijep-stan---apartman-70-m2--1s-db---sa-balkonom---icic/oid/3219512,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3219512/XML-4256-263504_20211204011835107_0_.jpg?preset=oglas-slika-view
670,"OPATIJA, stan za najam u blizini samoga centra",Primorsko-goranska,500,3758,40,12,93,Objava  04.12.2021.,https://www.index.hr/oglasi/opatija--stan-za-najam-u-blizini-samoga-centra/oid/3219506,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3219506/XML-184-32887_20211204011724459_0_.jpg?preset=oglas-slika-view
671,NAJAM GORNJA VEŽICA,Primorsko-goranska,350,2631,50,7,52,Objava  04.12.2021.,https://www.index.hr/oglasi/najam-gornja-vezica/oid/3219492,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3219492/XML-4142-263569_20211204011714756_0_.jpg?preset=oglas-slika-view
673,STAN VIŠKOVO 3S+DB 120m2,Primorsko-goranska,500,3758,120,4,31,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-viskovo-3s-db-120m2/oid/3220440,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220440/XML-4002-39413_20211204011711738_0_.jpg?preset=oglas-slika-view
674,Stan strogi centar Rijeke,Primorsko-goranska,500,3758,39,12,96,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-strogi-centar-rijeke/oid/3220444,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220444/XML-4002-57710_20211204011649256_0_.jpg?preset=oglas-slika-view
675,Predivan samostojeći objekt od 25 m² za najam u Iki,Primorsko-goranska,350,2631,25,14,105,Objava  04.12.2021.,https://www.index.hr/oglasi/predivan-samostojeci-objekt-od-25-m--za-najam-u-iki/oid/3220451,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220451/XML-4002-57966_20211204011647333_0_.jpg?preset=oglas-slika-view
676,Vojak lijepo uređen stan u najam!,Primorsko-goranska,500,3758,57,8,65,Objava  04.12.2021.,https://www.index.hr/oglasi/vojak-lijepo-uredjen-stan-u-najam-/oid/3220454,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220454/XML-4002-58037_20211204011646880_0_.jpg?preset=oglas-slika-view
677,Moderan stan za najam,Primorsko-goranska,100,752,110,0,6,Objava  04.12.2021.,https://www.index.hr/oglasi/moderan-stan-za-najam/oid/3220455,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220455/XML-4002-58088_20211204011646551_0_.jpg?preset=oglas-slika-view
678,VIŠKOVO STAN ZA RADNIKE,Primorsko-goranska,550,4134,80,6,51,Objava  04.12.2021.,https://www.index.hr/oglasi/viskovo-stan-za-radnike-/oid/3220462,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220462/XML-4002-58297_20211204011644983_0_.jpg?preset=oglas-slika-view
679,"MLAKA, 40 m², super najam",Primorsko-goranska,350,2631,40,8,65,Objava  04.12.2021.,https://www.index.hr/oglasi/mlaka--40-m---super-najam/oid/3220477,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220477/XML-4002-58903_20211204011640277_0_.jpg?preset=oglas-slika-view
680,Ljupki stan u centru Opatije,Primorsko-goranska,500,3758,40,12,93,Objava  04.12.2021.,https://www.index.hr/oglasi/ljupki-stan-u-centru-opatije-/oid/3220489,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220489/XML-4002-63792_20211204011628828_0_.jpg?preset=oglas-slika-view
681,Adaptiran i komforan stan za više studenata,Primorsko-goranska,690,5187,78,8,66,Objava  04.12.2021.,https://www.index.hr/oglasi/adaptiran-i-komforan-stan-za-vise-studenata/oid/3220505,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220505/XML-4002-66973_20211204011617399_0_.jpg?preset=oglas-slika-view
682,Ika - novouređen stan za najam do 30.05.22.g.,Primorsko-goranska,600,4510,60,10,75,Objava  04.12.2021.,https://www.index.hr/oglasi/ika---novouredjen-stan-za-najam-do-30-05-22-g-/oid/3220512,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220512/XML-4002-67008_20211204011617181_0_.jpg?preset=oglas-slika-view
683,"Stan u Maksimiru za najam, 65 m²",Grad Zagreb,550,4134,65,8,63,Objava  04.12.2021.,https://www.index.hr/oglasi/stan-u-maksimiru-za-najam--65-m-/oid/3220515,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220515/XML-4002-67034_20211204011617087_0_.jpg?preset=oglas-slika-view
684,Prekrasan stan na samom Korzu,Primorsko-goranska,550,4134,40,13,103,Objava  04.12.2021.,https://www.index.hr/oglasi/prekrasan-stan-na-samom-korzu/oid/3220499,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220499/XML-4002-66936_20211204011617587_0_.jpg?preset=oglas-slika-view
685,Soba u velikom stanu kraj faksa,Primorsko-goranska,230,1729,15,15,115,Objava  04.12.2021.,https://www.index.hr/oglasi/soba-u-velikom-stanu-kraj-faksa/oid/3220507,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220507/XML-4002-66996_20211204011617337_0_.jpg?preset=oglas-slika-view
686,Lovran NAJAM STAN U PREKRASNOJ KUĆI,Primorsko-goranska,550,4134,75,7,55,Objava  04.12.2021.,https://www.index.hr/oglasi/lovran-najam-stan-u-prekrasnoj-kuci/oid/3220493,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220493/XML-4002-66868_20211204011617852_0_.jpg?preset=oglas-slika-view
687,SOBA 15 m² U ZAJEDNIČKOM STANU,Primorsko-goranska,150,1128,15,10,75,Objava  04.12.2021.,https://www.index.hr/oglasi/soba-15-m--u-zajednickom-stanu/oid/3220506,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220506/XML-4002-66994_20211204011617368_0_.jpg?preset=oglas-slika-view
689,Pobri stan u kući,Primorsko-goranska,700,5262,108,6,48,Objava  04.12.2021.,https://www.index.hr/oglasi/pobri-stan-u-kuci/oid/3220544,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220544/XML-4002-67134_20211204011616181_0_.jpg?preset=oglas-slika-view
690,"ŠMRIKA, ETAŽA KUĆE, PET FRIENDLY",Primorsko-goranska,400,3007,55,7,54,Objava  04.12.2021.,https://www.index.hr/oglasi/smrika--etaza-kuce--pet-friendly/oid/3220579,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220579/XML-4002-67273_20211204011615040_0_.jpg?preset=oglas-slika-view
691,Prekrasan stan za najam,Primorsko-goranska,800,6013,93,8,64,Objava  04.12.2021.,https://www.index.hr/oglasi/prekrasan-stan-za-najam/oid/3220561,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220561/XML-4002-67187_20211204011615618_0_.jpg?preset=oglas-slika-view
692,GOSPODSKI STAN ZA NAJAM,Primorsko-goranska,500,3758,65,7,57,Objava  04.12.2021.,https://www.index.hr/oglasi/gospodski-stan-za-najam/oid/3220552,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220552/XML-4002-67154_20211204011615931_0_.jpg?preset=oglas-slika-view
693,Etaža kuće za radnike,Primorsko-goranska,160,1203,95,1,12,Objava  04.12.2021.,https://www.index.hr/oglasi/etaza-kuce-za-radnike/oid/3220593,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220593/XML-4002-67334_20211204011614587_0_.jpg?preset=oglas-slika-view
694,"Opatija, Ičići - trosobni stan blizu mora s 2 balkona, garaž",Primorsko-goranska,100,752,141,0,5,Objava  04.12.2021.,https://www.index.hr/oglasi/opatija--icici---trosobni-stan-blizu-mora-s-2-balkona--garaz/oid/3220601,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220601/XML-4002-67349_20211204011614321_0_.jpg?preset=oglas-slika-view
695,"Opatija, centar, 2S+DB",Primorsko-goranska,600,4510,68,8,66,Objava  04.12.2021.,https://www.index.hr/oglasi/opatija--centar--2s-db/oid/3220605,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220605/XML-4002-67381_20211204011614196_0_.jpg?preset=oglas-slika-view
696,"Opatija, Ičići - trosobni stan blizu mora s balkonom i pogle",Primorsko-goranska,100,752,90,1,8,Objava  04.12.2021.,https://www.index.hr/oglasi/opatija--icici---trosobni-stan-blizu-mora-s-balkonom-i-pogle/oid/3220600,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220600/XML-4002-67346_20211204011614352_0_.jpg?preset=oglas-slika-view
697,"Opatija, Ičići -moderan trosoban stan blizu mora sa balkonom",Primorsko-goranska,100,752,134,0,5,Objava  04.12.2021.,https://www.index.hr/oglasi/opatija--icici--moderan-trosoban-stan-blizu-mora-sa-balkonom/oid/3220597,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220597/XML-4002-67343_20211204011614446_0_.jpg?preset=oglas-slika-view
698,"Opatija, Ičići - dvosobni stan blizu mora s balkonom i pogle",Primorsko-goranska,100,752,72,1,10,Objava  04.12.2021.,https://www.index.hr/oglasi/opatija--icici---dvosobni-stan-blizu-mora-s-balkonom-i-pogle/oid/3220596,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220596/XML-4002-67341_20211204011614477_0_.jpg?preset=oglas-slika-view
699,Komforan 2S+DB na Krasici,Primorsko-goranska,550,4134,100,5,41,Objava  04.12.2021.,https://www.index.hr/oglasi/komforan-2s-db-na-krasici/oid/3220607,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//4///3220607/XML-4002-67404_20211204011614134_0_.jpg?preset=oglas-slika-view
